# https://simpleepashiny.app.cloud.gov/ --workers 50 --loaded-duration-minutes 10 --output-dir run2
# {"appUrl":"https://simpleepashiny.app.cloud.gov/","debugLog":false,"loadedDurationMinutes":10.0,"logLevel":"WARN","outputDir":"run2","overwriteOutput":false,"recordingPath":"recording.log","workers":50}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
835,34,16,PLAYER_SESSION_CREATE,1556048680348,0,
835,34,16,REQ_HOME_START,1556048680348,3,
835,34,16,REQ_HOME_END,1556048680837,3,
835,34,16,REQ_GET_START,1556048680837,4,
835,34,16,REQ_GET_END,1556048681405,4,
835,34,16,REQ_GET_START,1556048681405,5,
835,34,16,REQ_GET_END,1556048682077,5,
835,34,16,REQ_GET_START,1556048682077,6,
835,34,16,REQ_GET_END,1556048682554,6,
835,34,16,REQ_GET_START,1556048682554,7,
835,34,16,REQ_GET_END,1556048683139,7,
835,34,16,REQ_GET_START,1556048683139,8,
835,34,16,REQ_GET_END,1556048683897,8,
835,34,16,REQ_GET_START,1556048683897,9,
835,34,16,REQ_GET_END,1556048684523,9,
835,34,16,REQ_GET_START,1556048684523,10,
835,34,16,REQ_GET_END,1556048685105,10,
835,34,16,REQ_GET_START,1556048685105,11,
835,34,16,REQ_GET_END,1556048685595,11,
835,34,16,REQ_GET_START,1556048685595,12,
835,34,16,REQ_GET_END,1556048686269,12,
835,34,16,WS_OPEN_START,1556048686269,13,
835,34,16,WS_OPEN_END,1556048686905,13,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048686905,14,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048686912,14,
835,34,16,WS_SEND_START,1556048686912,14,
835,34,16,WS_SEND_END,1556048686912,14,
835,34,16,WS_RECV_INIT_START,1556048686912,15,
835,34,16,WS_RECV_INIT_END,1556048686912,15,
835,34,16,WS_RECV_START,1556048686912,16,
835,34,16,WS_RECV_END,1556048687037,16,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048687037,17,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048689949,17,
835,34,16,WS_SEND_START,1556048689949,17,
835,34,16,WS_SEND_END,1556048689949,17,
835,34,16,WS_RECV_START,1556048689949,18,
835,34,16,WS_RECV_END,1556048690069,18,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048690069,19,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048692417,19,
835,34,16,WS_SEND_START,1556048692417,19,
835,34,16,WS_SEND_END,1556048692417,19,
835,34,16,WS_RECV_START,1556048692417,20,
835,34,16,WS_RECV_END,1556048692536,20,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048692536,21,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048695648,21,
835,34,16,WS_SEND_START,1556048695648,21,
835,34,16,WS_SEND_END,1556048695648,21,
835,34,16,WS_RECV_START,1556048695648,22,
835,34,16,WS_RECV_END,1556048695779,22,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048695779,23,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048697905,23,
835,34,16,WS_SEND_START,1556048697905,23,
835,34,16,WS_SEND_END,1556048697905,23,
835,34,16,WS_RECV_START,1556048697905,24,
835,34,16,WS_RECV_END,1556048698032,24,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048698032,25,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048700338,25,
835,34,16,WS_SEND_START,1556048700338,25,
835,34,16,WS_SEND_END,1556048700338,25,
835,34,16,WS_RECV_START,1556048700338,26,
835,34,16,WS_RECV_END,1556048700466,26,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048700466,27,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048703062,27,
835,34,16,WS_SEND_START,1556048703062,27,
835,34,16,WS_SEND_END,1556048703062,27,
835,34,16,WS_RECV_START,1556048703062,28,
835,34,16,WS_RECV_END,1556048703191,28,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048703191,29,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048705996,29,
835,34,16,WS_SEND_START,1556048705996,29,
835,34,16,WS_SEND_END,1556048705996,29,
835,34,16,WS_RECV_START,1556048705996,30,
835,34,16,WS_RECV_END,1556048706116,30,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048706116,31,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048706598,31,
835,34,16,WS_SEND_START,1556048706598,31,
835,34,16,WS_SEND_END,1556048706598,31,
835,34,16,WS_RECV_START,1556048706598,32,
835,34,16,WS_RECV_END,1556048706720,32,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048706720,33,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048707161,33,
835,34,16,WS_SEND_START,1556048707161,33,
835,34,16,WS_SEND_END,1556048707161,33,
835,34,16,WS_RECV_START,1556048707161,34,
835,34,16,WS_RECV_END,1556048707281,34,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048707281,35,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048707866,35,
835,34,16,WS_SEND_START,1556048707866,35,
835,34,16,WS_SEND_END,1556048707866,35,
835,34,16,WS_RECV_START,1556048707866,36,
835,34,16,WS_RECV_END,1556048707989,36,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048707989,37,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048709788,37,
835,34,16,WS_SEND_START,1556048709788,37,
835,34,16,WS_SEND_END,1556048709788,37,
835,34,16,WS_RECV_START,1556048709788,38,
835,34,16,WS_RECV_END,1556048709908,38,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048709908,39,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048710420,39,
835,34,16,WS_SEND_START,1556048710420,39,
835,34,16,WS_SEND_END,1556048710420,39,
835,34,16,WS_RECV_START,1556048710420,40,
835,34,16,WS_RECV_END,1556048710628,40,
835,34,16,PLAYBACK_SLEEPBEFORE_START,1556048710628,41,
835,34,16,PLAYBACK_SLEEPBEFORE_END,1556048713044,41,
835,34,16,WS_CLOSE_START,1556048713044,41,
835,34,16,WS_CLOSE_END,1556048713044,41,
835,34,16,PLAYBACK_DONE,1556048713044,0,
